1	0	9	6	0	0	4	12	2	0	0.25	296	395	289
0	4	2	0	0	0	0	2	0	0	0	82	170	92
2	1	1	4	3	0	3	3	0	0	0.75	204	416.15	305
1	3	2	7	1	1	2	7	0	2	0.30769	303	398	282
1	2	1	0	0	0	0	1	0	0	0	56	87.905	59.5
4	10	6	4	0	2	2	6	0	0	0.16667	390	218.15	184
2	6	8	7	0	3	1	12	2	0	0.17391	394	451	365
0	8	2	0	0	0	0	2	0	0	0	138	233.15	137.4
0	0	1	1	0	0	0	1	0	3	0	131	188.45	107.05
0	3	9	4	0	0	2	10	4	0	0.125	298	427	297
1	6	12	6	1	1	1	12	0	0	0.12	376	472	336
1	1	5	2	0	1	1	5	1	0	0.22222	165	326	213
0	2	0	0	2	0	0	0	0	0	1	62	260.23	151.5
3	2	5	5	0	1	2	7	0	0	0.2	246	434	290
3	0	3	3	0	0	0	4	1	0	0	107	242.325	187
0	0	4	3	0	0	0	6	2	0	0	118	465	314
1	0	5	2	0	1	1	5	1	0	0.25	151	325	218
0	1	4	1	5	0	1	1	0	0	1	180	419	303
0	6	1	0	3	0	0	0	0	0	0.42857	148	326	200.3
0	2	0	4	4	0	3	3	0	0	1.16667	192	426	284.35
3	1	1	0	0	0	0	0	0	0	0	72	112	76
2	1	0	1	0	0	1	1	0	0	0.25	72	186.51	111
0	0	6	0	0	0	0	4	0	0	0	78	279.15	118
1	5	0	0	1	0	0	0	0	0	0.16667	102	225.75	129.85
3	0	8	10	0	0	3	15	2	0	0.14286	346	564	401
0	1	5	4	0	1	3	6	2	4	0.4	296	348	261
3	4	2	0	1	0	0	0	0	0	0.11111	144	221.51	180
4	0	2	0	0	1	0	0	0	0	0.16667	102	187.75	101.35
3	9	6	6	1	0	4	8	0	0	0.20833	402	502	348
1	0	4	2	1	1	0	4	0	0	0.28571	124	303	205
1	3	1	0	0	1	0	1	0	0	0.2	86	137	91
3	3	2	0	1	0	0	0	0	0	0.125	130	181.95	159
3	5	0	1	1	0	0	0	0	0	0.11111	144	254.43	178
2	6	2	0	0	0	0	1	0	0	0	140	189	123
1	0	4	4	1	1	1	6	0	0	0.33333	164	408	243
0	7	2	0	0	0	0	2	1	0	0	139	453.15	181
1	1	1	0	2	0	0	0	0	0	0.66667	76	213.15	169
0	16	14	2	0	2	0	10	0	0	0.0625	462	483	339
0	3	9	4	0	0	2	10	3	0	0.125	298	427	297
1	1	5	2	0	0	0	5	0	0	0	118	239.05	167
3	9	5	7	0	1	3	9	0	0	0.16667	416.574	478	331
2	3	1	0	1	0	0	0	0	0	0.16667	102	237.15	145.5
1	0	10	9	0	0	2	14	1	4	0.1	439	462	362
1	3	5	1	0	0	0	4	0	0	0	134	185.15	124.5
0	5	18	1	14	7	0	4	0	0	0.875	666	440	396
1	2	1	1	4	0	0	0	0	0	0.8	136	363	232.65
1	0	4	2	0	0	0	4	0	1	0	110.129	185.575	122.5
1	2	0	0	1	0	0	0	0	0	0.33333	60	148.76	98
1	2	0	1	0	0	0	2	1	0	0	69	161.25	97
2	2	2	3	2	0	2	3	0	0	0.44444	186	364.32	268.1
3	3	0	0	0	0	0	0	1	0	0	101	158.45	103.15
3	0	0	1	0	0	0	0	0	1	0	92	248	130
2	1	1	0	1	0	0	0	0	0	0.25	74	171.25	116.5
0	2	1	0	3	0	0	0	0	0	1	92	291.25	186
3	2	2	3	1	0	2	3	0	0	0.3	184	376.68	265
0	2	4	0	6	0	0	0	0	0	1	182	384.15	271
0	0	6	4	0	0	2	8	2	0	0.2	188	448	305
4	6	5	7	0	1	3	9	0	1	0.18182	404	483	334
0	6	1	0	1	0	0	1	0	0	0.14286	114	280	140
0	3	8	1	8	3	0	2	0	0	0.91667	342	453	342.1
3	1	8	6	1	1	0	9	0	0	0.11111	268	430	299
0	0	7	3	0	0	0	7	1	0	0	143	479	305
2	0	4	4	0	2	2	6	0	0	0.4	194	276.525	193
1	3	0	0	0	0	0	0	0	1	0	184.018	164.6	108.4
4	2	6	4	0	2	1	6	0	0	0.1875	262	209.15	189.55
1	7	0	0	1	0	0	0	0	0	0.125	130	258.35	149.85
3	0	2	0	1	0	0	0	0	0	0.2	88	176.93	154
0	7	14	3	14	7	0	4	0	0	0.875	666	404.15	350
5	1	5	5	0	6	5	6	0	0	0.6875	390	395.5	293.5
2	2	1	0	1	1	0	0	0	0	0.4	104	214.16	145.3
1	5	1	0	0	0	0	1	0	0	0	98	147	85
4	0	3	0	1	0	0	0	0	0	0.14286	116	203.15	193
3	6	1	0	0	0	0	0	0	0	0	142	174.15	123
3	4	1	0	0	0	0	0	0	0	0	114	151.335	102.5
2	0	5	5	0	2	2	8	4	0	0.33333	310.329	465	339
2	2	1	1	1	2	0	1	0	0	0.5	132	384	282
0	7	35	0	23	13	0	7	0	0	0.85714	1152	495.15	423
0	4	20	0	14	7	0	4	0	0	0.875	666	484	411
3	8	5	5	0	0	2	7	0	0	0.09524	314	399	279
0	1	0	0	0	0	0	0	0	2	0	84	175.975	97.575
14	0	4	13	2	0	0	8	0	0	0.06452	516	398.15	295
2	3	4	3	0	0	3	5	2	0	0.25	270.347	403	284
3	0	12	8	0	3	0	13	0	1	0.13043	380	393	298
3	4	0	1	1	0	0	0	0	0	0.125	130	206.95	171.5
1	1	1	0	0	1	0	1	0	0	0.33333	58	160.2	114.7
1	8	1	0	0	0	0	1	0	0	0	140	198.21	119
0	2	9	2	5	2	0	5	0	0	0.53846	286	468.5	333.25
1	0	11	8	0	0	4	15	2	0	0.2	346	401	320
0	5	25	0	17	9	0	5	0	0	0.86667	828	441.15	426.5
0	3	15	0	11	5	0	3	0	0	0.88889	504	405.15	395
1	0	10	4	0	0	3	10	3	0	0.2	301	386	313
0	0	12	8	0	1	1	12	2	0	0.1	316	475	353
1	1	0	0	1	0	0	0	0	0	0.5	46	159.01	96
2	2	1	0	0	0	0	0	0	1	0	151.045	161.225	107
2	4	1	5	0	0	3	6	2	0	0.25	236	423	286
0	0	5	0	0	0	0	4	1	0	0	79	231.45	127.45
1	4	5	1	0	0	0	4	0	0	0	148	196.075	128
2	0	5	3	1	1	0	5	0	0	0.2	164	294.15	220.1
5	9	10	4	1	0	0	7	0	0	0.03571	396	376	290
3	8	1	0	0	0	0	0	0	0	0	170	206.5	135
0	5	1	0	1	0	0	1	0	0	0.16667	100	173	150.5
2	1	1	0	0	0	0	0	0	1	0	137	156	85
0	3	1	0	3	0	0	0	0	0	0.75	106	253.15	200.7
2	0	2	0	2	0	0	0	0	0	0.5	90	291.3	195.1
2	0	14	6	0	0	3	14	4	0	0.13636	406	469	316
0	1	3	1	5	0	1	1	0	0	1.2	166	427.5	281
3	9	9	3	4	0	1	5	0	0	0.20833	408	473	393
0	0	14	4	0	0	0	12	0	0	0	230	329.35	245.9
3	2	0	1	1	0	0	0	0	0	0.16667	102	214.15	160.5
0	0	2	2	4	0	2	2	0	0	1.5	150	430	290
2	6	10	5	0	3	1	11	2	0	0.17391	396	362	278
0	0	15	3	0	3	0	12	1	0	0.16667	310.284	298.15	200
1	4	4	3	0	1	3	6	2	0	0.33333	210	365	243
0	0	4	2	0	0	0	4	1	1	0	111.117	238.6	174
0	1	3	1	4	0	1	1	0	0	1	150	383.15	271
0	0	11	6	1	1	1	12	0	0	0.17647	264	368	244
0	0	16	9	2	0	0	17	0	0	0.08	350	497	372
1	0	16	9	0	0	2	15	1	0	0.07692	377	469	356
2	0	0	1	0	0	1	1	0	0	0.33333	58	178.45	100.15
1	0	5	2	0	0	1	5	0	0	0.125	120	293.65	161
2	5	1	0	1	0	0	0	0	0	0.125	130	203.15	145.95
1	0	4	3	1	0	1	5	1	0	0.25	151	441	299.5
3	4	3	4	0	2	4	7	2	0	0.42857	312	343	273
1	6	1	0	0	0	0	1	0	0	0	112	161.95	98
3	5	2	0	1	0	0	0	0	0	0.1	158	265.7	186
1	5	5	1	0	0	0	4	0	0	0	162	208.575	137
1	3	1	0	2	0	0	0	0	0	0.4	104	252.75	178.4
0	1	5	1	1	0	0	4	0	0	0.14286	108	258	168
0	0	4	3	0	0	0	4	1	3	0	161.125	397	280
0	0	4	2	0	0	2	5	2	0	0.33333	138	452	301
1	3	11	4	0	0	2	11	2	0	0.10526	308	377	277
0	4	5	3	0	1	3	7	1	0	0.33333	267	409	279
2	0	4	5	0	1	2	7	1	0	0.27273	267.304	460	306
2	0	18	7	0	2	0	16	0	0	0.07407	380	452	297
3	1	0	1	0	0	1	1	0	0	0.2	86	189.15	119.85
0	3	8	1	8	2	1	2	0	0	0.91667	342	441.15	361.4
2	4	1	0	1	0	0	0	0	0	0.14286	116	214.47	158
0	1	1	2	3	0	2	2	0	0	1.25	134	403	255
1	6	0	0	1	0	0	0	0	0	0.14286	116	240	141.15
3	8	4	5	1	0	1	6	0	0	0.1	302	421	270
1	1	1	1	0	2	1	2	0	0	0.75	102	224.35	159.5
1	12	8	5	1	1	1	9	0	0	0.11538	396	425	309
2	1	1	0	0	0	0	0	0	1	0	92	142.7	89.4
2	0	1	0	1	0	0	0	0	0	0.33333	60	185.25	119.9
4	1	4	9	0	2	4	10	2	0	0.33333	360	429	303
2	6	4	2	0	2	2	6	0	0	0.28571	250	238.15	177.4
2	7	1	0	1	0	0	0	0	0	0.1	158	262.15	181
1	2	5	1	0	0	0	4	0	0	0	120	173.575	122
3	6	0	1	1	0	0	0	0	0	0.1	158	265.7	185
1	1	1	1	0	1	1	2	0	0	0.5	86	180	125
1	0	5	1	0	0	0	4	0	0	0	92	178.2	117
1	3	0	0	0	0	0	0	0	1	0	137	160.55	96.5
4	1	4	9	0	2	2	9	1	2	0.22222	384	407	316
1	3	0	0	1	0	0	0	0	0	0.25	74	184.55	113.49
0	0	5	1	0	0	0	4	0	1	0	204.008	241.6	149.7
1	2	0	0	0	0	0	0	0	1	0	122.992	160.3	107
0	7	0	0	0	0	0	1	0	0	0	98	265	83
1	18	1	1	0	0	1	2	0	0	0.04762	308	313	225
0	2	10	0	8	3	0	2	0	0	0.91667	342	486	373.8
1	0	4	1	1	0	0	4	0	0	0.16667	94	285.195	198.3
0	0	12	8	2	1	1	14	0	0	0.2	318	535	363
0	0	6	1	0	0	1	5	0	0	0.14286	106	216.05	149
1	4	0	1	3	0	0	0	0	0	0.5	134	313	205.7
3	0	0	1	0	0	1	1	1	0	0.25	87	254.56	146.15
0	3	9	0	9	2	0	1	0	0	0.91667	344	420.75	311
2	2	4	4	0	2	2	6	0	0	0.33333	222	251.325	180.4
2	3	2	0	0	0	0	1	0	0	0	98	164.15	93
1	9	1	0	0	0	0	1	0	0	0	154	215.65	125
0	0	3	3	0	0	2	5	2	1	0.33333	172	441	324
1	2	1	0	2	0	0	0	0	0	0.5	90	252.12	175.5
2	4	3	2	1	0	0	3	0	0	0.09091	166	348	277
3	1	0	1	1	0	0	0	0	0	0.2	88	298	166
3	1	2	4	1	0	2	6	4	0	0.3	238	403	295
2	1	6	1	0	0	0	4	0	0	0	134	194.225	127.5
0	2	3	1	5	0	1	1	0	0	1	180	438	292
3	3	1	4	0	0	3	4	2	0	0.27273	226	420	282.5
0	0	4	2	2	0	0	4	0	0	0.33333	110	383	250
0	5	1	0	3	0	0	0	0	0	0.5	134	300	204.15
3	3	4	0	1	0	0	1	0	0	0.1	156	389	306
0	1	5	0	3	2	0	2	0	0	0.83333	162	456	248.4
0	0	16	9	0	0	0	17	2	0	0	348	501	360
2	5	2	0	0	0	0	1	0	0	0	126	183.8	108
3	1	2	4	1	0	2	5	4	0	0.3	238	403	295
2	4	2	0	0	0	0	1	0	0	0	112	178.475	99
1	2	1	1	2	1	0	1	0	0	0.6	118	220	154.57
1	5	10	4	1	1	0	10	2	0	0.1	324	445	326
1	0	3	3	0	1	2	5	2	0	0.42857	168	457	330.5
0	2	3	1	5	1	0	1	0	0	1	180	373	280
1	1	5	5	0	0	3	8	2	0	0.25	232	447.15	319
3	3	0	1	1	0	0	0	0	0	0.14286	116	231.895	169.5
0	4	4	4	0	1	3	6	2	3	0.33333	354	429	293
1	8	0	0	1	0	0	0	0	0	0.11111	144	268.15	153
0	0	4	2	1	0	0	4	0	1	0.16667	112.101	286	191
0	2	3	0	2	0	0	0	0	0	0.4	104	367.15	248.35
1	0	9	4	0	0	3	10	3	0	0.21429	287	387	283
0	2	10	0	8	2	1	2	0	0	0.91667	342	447.65	359
2	5	1	0	0	0	0	0	1	0	0	129	197	141
0	1	2	4	0	0	4	5	3	1	0.57143	297.74	547.15	385
0	5	11	3	1	0	0	10	2	0	0.05263	194	499	386
3	2	1	0	0	0	0	0	0	0	0	86	114.9	78
0	6	30	0	20	11	0	6	0	0	0.86111	990	479.15	433
2	0	6	1	0	0	0	4	0	0	0	120	177.13	125
4	1	3	9	0	4	2	9	0	1	0.35294	352	495.075	367
2	3	0	1	0	1	1	1	0	0	0.33333	116	194.3	125.7
4	0	2	0	0	0	0	0	0	0	0	86	145	76
2	2	1	0	0	0	0	0	0	1	0	151	146.95	108
3	0	5	2	0	0	0	4	0	0	0	134	215.175	142
3	0	0	1	1	0	0	0	0	0	0.25	74	300.92	169
2	2	0	0	0	1	0	0	0	0	0.25	74	156.95	92.55
3	2	2	0	1	0	0	0	0	0	0.14286	116	199.47	157.55
3	10	8	3	3	0	1	5	0	0	0.16667	392	447	377
0	0	9	4	1	1	1	9	0	0	0.23077	214	314	213
0	4	13	1	11	5	0	3	0	0	0.88889	504	391.15	382
3	7	5	5	0	1	1	8	3	0	0.1	343	336	246
