2	6	1	0	1	0	0	0	0	0	0.11111	144	237.01	175
0	0	11	6	1	1	1	0	0	12	0.17647	264	368	244
4	2	6	4	0	2	1	0	0	6	0.1875	262	209.15	189.55
0	3	15	0	11	5	0	0	0	3	0.88889	504	405.15	395
0	7	0	0	0	0	0	0	0	1	0	98	265	83
0	0	12	8	2	1	1	0	0	14	0.2	318	535	363
0	2	0	0	2	0	0	0	0	0	1	62	260.23	151.5
2	0	2	0	2	0	0	0	0	0	0.5	90	291.3	195.1
1	0	4	4	1	1	1	0	0	6	0.33333	164	408	243
1	0	5	2	0	0	1	0	0	5	0.125	120	293.65	161
3	10	8	3	3	0	1	0	0	5	0.16667	392	447	377
3	9	6	6	1	0	4	0	0	8	0.20833	402	502	348
1	4	0	0	1	0	0	0	0	0	0.2	88	195.55	120.75
2	4	2	0	2	0	0	0	0	0	0.25	146	271.56	208.9
3	8	1	0	0	0	0	0	0	0	0	170	206.5	135
0	5	1	0	3	0	0	0	0	0	0.5	134	300	204.15
2	0	4	2	0	0	0	0	0	4	0	106	225.35	123
2	0	1	1	1	1	1	0	0	1	0.75	104	396	286
0	2	9	4	1	0	0	0	0	9	0.06667	210	363	269
3	0	5	2	0	0	0	0	0	4	0	134	215.175	142
0	2	3	1	5	0	1	0	0	1	1	180	438	292
1	2	4	3	1	1	0	0	0	5	0.2	164	265.65	192.7
3	8	5	5	0	0	2	0	0	7	0.09524	314	399	279
0	2	4	0	6	0	0	0	0	0	1	182	384.15	271
2	5	2	0	0	0	0	0	0	1	0	126	183.8	108
2	0	18	7	0	2	0	0	0	16	0.07407	380	452	297
1	4	1	0	2	0	0	0	0	0	0.33333	118	264	179.4
0	0	6	0	0	0	0	0	0	4	0	78	279.15	118
2	1	1	4	3	0	3	0	0	3	0.75	204	416.15	305
1	6	0	0	1	0	0	0	0	0	0.14286	116	240	141.15
0	0	24	12	0	0	0	0	0	25	0	456	472	342
1	0	4	2	1	1	0	0	0	4	0.28571	124	303	205
0	3	9	0	9	2	0	0	0	1	0.91667	344	420.75	311
3	2	2	0	1	0	0	0	0	0	0.14286	116	199.47	157.55
3	4	1	0	0	0	0	0	0	0	0	114	151.335	102.5
3	2	2	3	1	0	2	0	0	3	0.3	184	376.68	265
2	4	2	0	0	0	0	0	0	1	0	112	178.475	99
2	1	0	1	0	0	1	0	0	1	0.25	72	186.51	111
2	4	3	2	1	0	0	0	0	3	0.09091	166	348	277
0	1	5	0	3	2	0	0	0	2	0.83333	162	456	248.4
1	6	7	4	2	0	0	0	0	7	0.11111	272	445	354
0	2	1	3	3	0	3	0	0	3	1	176	431.15	276.45
3	4	0	1	1	0	0	0	0	0	0.125	130	206.95	171.5
0	2	1	0	3	0	0	0	0	0	1	92	291.25	186
3	3	0	1	1	0	0	0	0	0	0.14286	116	231.895	169.5
1	2	5	1	0	0	0	0	0	4	0	120	173.575	122
0	7	35	0	23	13	0	0	0	7	0.85714	1152	495.15	423
1	5	0	0	1	0	0	0	0	0	0.16667	102	225.75	129.85
2	6	2	0	0	0	0	0	0	1	0	140	189	123
1	5	1	0	0	0	0	0	0	1	0	98	147	85
1	0	4	1	1	0	0	0	0	4	0.16667	94	285.195	198.3
0	6	30	0	20	11	0	0	0	6	0.86111	990	479.15	433
0	6	1	0	3	0	0	0	0	0	0.42857	148	326	200.3
0	5	1	0	1	0	0	0	0	1	0.16667	100	173	150.5
2	2	8	6	2	0	0	0	0	9	0.11111	268	439	308
3	1	2	0	1	0	0	0	0	0	0.16667	102	188.2	157.1
2	2	2	0	2	0	0	0	0	0	0.33333	118	316.15	203.5
4	0	2	0	0	0	0	0	0	0	0	86	145	76
0	2	5	1	1	0	0	0	0	4	0.125	122	246.15	181.4
2	2	2	3	2	0	2	0	0	3	0.44444	186	364.32	268.1
2	1	1	0	1	0	0	0	0	0	0.25	74	171.25	116.5
0	5	25	0	17	9	0	0	0	5	0.86667	828	441.15	426.5
0	0	14	4	0	0	0	0	0	12	0	230	329.35	245.9
1	0	4	1	4	0	1	0	0	1	0.83333	164	366.15	299
2	2	1	1	1	2	0	0	0	1	0.5	132	384	282
3	0	0	1	1	0	0	0	0	0	0.25	74	300.92	169
1	0	1	1	2	0	1	0	0	1	1	90	299	204
0	3	0	0	2	0	0	0	0	0	0.66667	76	246.5	147.5
1	2	1	1	4	0	0	0	0	0	0.8	136	363	241.5
0	0	9	4	1	1	1	0	0	9	0.23077	214	315.075	218.5
1	1	1	0	2	0	0	0	0	0	0.66667	76	213.15	169
3	5	0	1	1	0	0	0	0	0	0.11111	144	254.43	178
1	1	1	0	0	1	0	0	0	1	0.33333	58	160.2	114.7
1	6	12	6	1	1	1	0	0	12	0.12	376	472	336
0	7	1	0	1	0	0	0	0	1	0.125	128	288.15	168
1	5	5	1	0	0	0	0	0	4	0	162	208.575	137
2	1	2	0	2	0	0	0	0	0	0.4	104	318.15	205.9
2	4	1	0	1	0	0	0	0	0	0.14286	116	214.47	158
0	1	5	1	1	0	0	0	0	4	0.14286	108	258	168
4	0	3	0	1	0	0	0	0	0	0.14286	116	203.15	193
2	1	1	1	1	1	1	0	0	1	0.6	118	376	269
2	14	4	4	0	2	2	0	0	6	0.16667	390	298.15	183.45
1	1	5	2	0	0	0	0	0	5	0	118	239.05	167
1	2	5	2	2	1	0	0	0	4	0.3	182	340	247
0	6	1	0	1	0	0	0	0	1	0.14286	114	280	140
5	11	8	3	1	0	0	0	0	5	0.03704	386	422	332
3	5	2	0	1	0	0	0	0	0	0.1	158	265.7	186
2	2	2	0	0	0	0	0	0	1	0	84	140.15	85
1	8	1	0	0	0	0	0	0	1	0	140	198.21	119
0	4	20	0	14	7	0	0	0	4	0.875	666	484	411
5	1	5	5	0	6	5	0	0	6	0.6875	390	395.5	293.5
1	1	1	1	0	1	1	0	0	2	0.5	86	180	125
2	0	4	4	0	2	2	0	0	6	0.4	194	276.525	193
2	2	1	0	1	0	0	0	0	0	0.2	88	195	131
0	2	9	2	5	2	0	0	0	5	0.53846	286	468.5	333.25
0	2	0	4	4	0	3	0	0	3	1.16667	192	426	284.35
0	2	3	0	5	0	0	0	0	0	1	152	375.5	256.5
0	1	3	1	4	0	1	0	0	1	1	150	383.15	271
0	4	2	0	0	0	0	0	0	2	0	82	170	92
2	3	0	1	0	1	1	0	0	1	0.33333	116	194.3	125.7
1	8	0	0	1	0	0	0	0	0	0.11111	144	268.15	153
1	2	1	0	0	0	0	0	0	1	0	56	87.905	59.5
1	10	1	0	0	0	0	0	0	1	0	168	230.15	133
1	1	1	1	0	2	1	0	0	2	0.75	102	224.35	159.5
2	0	5	3	1	1	0	0	0	5	0.2	164	294.15	220.1
2	0	1	0	1	0	0	0	0	0	0.33333	60	185.25	119.9
1	3	0	0	1	0	0	0	0	0	0.25	74	184.55	113.49
0	7	14	3	14	7	0	0	0	4	0.875	666	404.15	350
3	4	2	0	1	0	0	0	0	0	0.11111	144	221.51	180
2	3	1	0	1	0	0	0	0	0	0.16667	102	237.15	145.5
3	3	4	0	1	0	0	0	0	1	0.1	156	389	306
0	1	1	2	3	0	2	0	0	2	1.25	134	403	255
0	0	4	2	2	0	0	0	0	4	0.33333	110	383	250
0	1	9	3	1	0	0	0	0	8	0.07692	184	325.6	220.1
1	7	0	0	1	0	0	0	0	0	0.125	130	258.35	149.85
2	1	0	1	0	1	1	0	0	1	0.5	88	189.375	116.825
0	3	8	1	8	2	1	0	0	2	0.91667	342	441.15	361.4
0	2	3	1	5	1	0	0	0	1	1	180	373	280
0	0	2	2	4	0	2	0	0	2	1.5	150	430	290
5	2	3	0	0	0	0	0	0	0	0	142	219.16	126
1	2	1	1	2	1	0	0	0	1	0.6	118	220	154.57
3	6	1	0	0	0	0	0	0	0	0	142	174.15	123
3	8	4	5	1	0	1	0	0	6	0.1	302	421	270
0	4	5	2	1	2	0	0	0	5	0.27273	194	358	255
1	18	1	1	0	0	1	0	0	2	0.04762	308	313	225
0	3	1	0	3	0	0	0	0	0	0.75	106	253.15	200.7
0	0	6	1	0	0	1	0	0	5	0.14286	106	216.05	149
1	0	0	1	0	0	1	0	0	1	0.5	44	149	82
4	10	6	4	0	2	2	0	0	6	0.16667	390	218.15	184
2	1	6	1	0	0	0	0	0	4	0	134	194.225	127.5
0	2	10	0	8	3	0	0	0	2	0.91667	342	486	374
1	9	1	0	0	0	0	0	0	1	0	154	215.65	125
1	2	0	0	1	0	0	0	0	0	0.33333	60	148.76	98
1	0	5	1	0	0	0	0	0	4	0	92	178.2	117
1	6	1	0	0	0	0	0	0	1	0	112	161.95	98
0	8	2	0	0	0	0	0	0	2	0	138	233.15	137.4
0	5	18	1	14	7	0	0	0	4	0.875	666	440	396
3	1	8	6	1	1	0	0	0	9	0.11111	268	430	299
1	4	0	1	3	0	0	0	0	0	0.5	134	313	205.7
3	9	9	3	4	0	1	0	0	5	0.20833	408	473	393
1	1	6	1	1	0	0	0	0	4	0.11111	136	263.43	195.9
0	0	16	4	0	0	0	0	0	13	0	256	345.65	246
1	1	2	5	3	0	1	0	0	5	0.44444	182	448.65	335
2	2	0	0	0	1	0	0	0	0	0.25	74	156.95	92.55
0	1	4	1	5	0	1	0	0	1	1	180	419	303
1	3	3	0	0	0	0	0	0	2	0	96	156.88	94
0	3	8	1	8	3	0	0	0	2	0.91667	342	453	342.1
2	7	1	0	1	0	0	0	0	0	0.1	158	262.15	181
1	4	5	1	0	0	0	0	0	4	0	148	196.075	128
4	12	7	4	1	0	0	0	0	6	0.03704	384	352	296
3	0	2	0	1	0	0	0	0	0	0.2	88	176.93	154
3	3	1	0	0	0	0	0	0	0	0	100	153.875	89.5
0	1	3	1	5	0	1	0	0	1	1.2	166	427.5	281
0	2	10	0	8	2	1	0	0	2	0.91667	342	447.65	359
2	6	4	2	0	2	2	0	0	6	0.28571	250	238.15	177.4
3	3	2	0	1	0	0	0	0	0	0.125	130	181.95	159
1	2	1	0	2	0	0	0	0	0	0.5	90	252.12	175.5
2	3	2	0	0	0	0	0	0	1	0	98	164.15	93
4	0	2	0	0	1	0	0	0	0	0.16667	102	187.75	101.35
2	2	1	0	1	1	0	0	0	0	0.4	104	214.16	145.3
1	1	5	1	0	0	0	0	0	4	0	106	178.19	111
3	1	0	1	1	0	0	0	0	0	0.2	88	298	166
1	1	0	0	1	0	0	0	0	0	0.5	46	159.01	96
0	4	13	1	11	5	0	0	0	3	0.88889	504	391.15	382
2	0	0	1	0	0	1	0	0	1	0.33333	58	178.45	100.15
2	5	1	0	1	0	0	0	0	0	0.125	130	203.15	145.95
